Id,Name,Name (Bangla),Code,Email,Agency,Type,Division,,District,,City Corporation,,Upazila,,Paurasava,Union,Private
1278,Dharmapur(sreepur) Union Health Sub Center,ধর্মপুর(শ্রীপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001284,dharmapur_sreepur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Sundarganj,,Unions Of Sundarganj Upazila,Sreepur,No
1279,Kanchibari Union Health Sub Center,কঞ্চিবাড়ী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001285,kanchibari@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Sundarganj,,Unions Of Sundarganj Upazila,Kanchibari,No
1281,Sovaganj(santiram) Union Health Sub Center,শোভাগঞ্জ(শান্তিরাম) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001287,sovaganj_santiram@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Sundarganj,,Unions Of Sundarganj Upazila,Shantiram,No
13028,Haripur Union Health Sub Center,হরিপুর ইউনিয়ন উপ- স্বাস্থ্য কেন্দ্র,10013128,haripur_sundarganj@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Gaibandha,,Gaibandha N/A,,Sundarganj,,Unions Of Sundarganj Upazila,Haripur,No
23783,"Union Health & Family Welfare Center(UH&FWC), Paiker Chhara, Bhurungamari, Kurigram","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, পাইকেরছড়া, ভুরুঙ্গামারি, কুড়িগ্রাম",10024195,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Bhurungamari,,Unions Of Bhurungamari Upazila,Paiker Chhara,No
23785,"Union Health & Family Welfare Center(UH&FWC),Tilai, Bhurungamari, Kurigram","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, তিলাই, ভুরুঙ্গামারি, কুড়িগ্রাম",10024197,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Bhurungamari,,Unions Of Bhurungamari Upazila,Tilai,No
23786,"Union Health & Family Welfare Center(UH&FWC),Andharijhar, Bhurungamari, Kurigram","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, আনক্ষ্মারীঝাড়া, কুড়িগ্রাম",10024198,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Bhurungamari,,Unions Of Bhurungamari Upazila,Andhari Jhar,No
23787,"Union Health & Family Welfare Center(UH&FWC),Joymanirhat, Bhurungamari, Kurigram","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, জয়মনিরহাট, ভুরুঙ্গামারি, কুড়িগ্রাম",10024199,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Bhurungamari,,Unions Of Bhurungamari Upazila,Joymanirhat,No
1301,Char Bhurungamari Union Health Sub Center,চরভুরুঙ্গামারী ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001307,charbhurungamari@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Kurigram,,Kurigram N/A,,Bhurungamari,,Unions Of Bhurungamari Upazila,Char Bhurungamari,No
1303,Shahi Bazar(boldia) Union Health Sub Center,শাহীবাজার(বলদিয়া) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001309,shahibazar_boldia@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Kurigram,,Kurigram N/A,,Bhurungamari,,Unions Of Bhurungamari Upazila,Boldia,No
1304,Shilkuri Union Health Sub Center,শীলকুড়ি ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001310,shilkuri@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Kurigram,,Kurigram N/A,,Bhurungamari,,Unions Of Bhurungamari Upazila,Shilkhuri,No
1305,Bongo Sonahat Union Health Sub Center,বঙ্গ সোনাহাট ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001311,sonahat@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Kurigram,,Kurigram N/A,,Bhurungamari,,Unions Of Bhurungamari Upazila,Bangasonahat,No
1307,Chilmari Upazila Health Complex,চিলমারী উপজেলা স্বাস্থ্য কমপ্লেক্স,10001313,chilmary@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Kurigram,,Kurigram N/A,,Chilmari,,Unions Of Chilmari Upazila,Raniganj,No
1306,Jourgach Union Health Sub Center,জোরগাছ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001312,jourgach@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Kurigram,,Kurigram N/A,,Chilmari,,Unions Of Chilmari Upazila,Ramna,No
1311,Kurigram 250 bed District Hospital,কুড়িগ্রাম ২৫০ বেড জেলা হাসপাতাল,10001317,kurigram@hospi.dghs.gov.bd,DGHS,District/General Hospital,Rangpur,,Kurigram,,Kurigram N/A,,Kurigram Sadar,,Kurigram Paurasava,Urban Ward No-01,No
1309,Pangachi Uh&fwc,পাঙ্গাসি ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10001315,pangachi@uhfwc.dghs.gov.bd,DGHS,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Kurigram Sadar,,Unions Of Kurigram Sadar Upazila,Punchgachhi,No
23560,"Union Health & Family Welfare Center(UH&FWC), Holokhana, Kurigram Sadar, Kurigram","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, হলোখানা, কুড়িগ্রাম সদর , কুড়িগ্রাম",10023972,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Kurigram Sadar,,Unions Of Kurigram Sadar Upazila,Holokhana,No
23597,"Union Health & Family Welfare Center(UH&FWC), Jatrapur, Kurigram Sadar, Kurigram","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, যাত্রাপুর, কুড়ীগ্রাম সদর, কুড়ীগ্রাম",10024009,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Kurigram Sadar,,Unions Of Kurigram Sadar Upazila,Jatrapur,No
23600,"Union Health & Family Welfare Center(UH&FWc),Mogalbasha, Kurigram Sadar, Kurigram","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, মোগবাসা, কুড়ীগ্রাম সদর, কুড়ীগ্রাম",10024012,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Kurigram Sadar,,Unions Of Kurigram Sadar Upazila,Mogalbachha,No
23602,"Union Health & Family Welfare Center(UH&FWc),Belgachha, Kurigram Sadar, Kurigram","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান কেন্দ্র, বেলগাছা, কুড়ীগ্রাম সদর, কুড়ীগ্রাম",10024014,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Kurigram Sadar,,Unions Of Kurigram Sadar Upazila,Belgachha,No
23605,"Union Health & Family Welfare Center(UH&FWc),Ghogadaha, Kurigram Sadar, Kurigram","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, ঘোগাদহ, কুড়ীগ্রাম সদার, কুড়ীগ্রাম",10024017,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Kurigram Sadar,,Unions Of Kurigram Sadar Upazila,Ghogadaha,No
23607,"Union Health & Family Welfare Center(UH&FWc),Bhogdanga, Kurigram Sadar, Kurigram","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, ভোগডাঙ্গা, কড়ীগ্রাম সদর, কুড়ীগ্রাম",10024019,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Kurigram Sadar,,Unions Of Kurigram Sadar Upazila,Bhogdanga,No
23610,"Union Health & Family Welfare Center(UH&FWc),Kanthalbari, Kurigram Sadar, Kurigram","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, কাঠালবাড়ি, কুড়ীগ্রাম সদর, কুড়ীগ্রাম",10024022,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Kurigram Sadar,,Unions Of Kurigram Sadar Upazila,Kanthalbari,No
1317,Raiganj 10 bed Hospital (RHC),রায়গঞ্জ ১০ শয্যা বিশিষ্ট হাসপাতাল (পল্লী স্বাস্থ্য কেন্দ্র),10001323,raiganj@hospi10.dghs.gov.bd,DGHS,10-bed Hospital,Rangpur,,Kurigram,,Kurigram N/A,,Nageshwari,,Unions Of Nageshwari Upazila,Royganj,No
1316,Nageswari Upazila Health Complex,নাগেশ্বরী উপজেলা স্বাস্থ্য কমপ্লেক্স,10001322,nageswari@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Kurigram,,Kurigram N/A,,Nageshwari,,Unions Of Nageshwari Upazila,Noonkhawa,No
23465,"Upazila Family Planning Office, Nageswari, Kurigram","উপজেলা পরিবার পরিকল্পনা অফিস, নাগেশ্বরী, কুড়িগ্রাম",10023877,,DGFP,Family Planning Clinic,Rangpur,,Kurigram,,Kurigram N/A,,Nageshwari,,Nageshwari Paurashava,Urban Ward No-01,No
23512,"Family Welfare Center, Hasnabad, Nageswari, kurigram","পরিবার কল্যাণ কেন্দ্র, হাসনাবাদ, নাগেম্বরী. কুড়িগ্রাম",10023924,,DGFP,Family Planning Clinic,Rangpur,,Kurigram,,Kurigram N/A,,Nageshwari,,Unions Of Nageshwari Upazila,Hasnabad,No
23516,"Family Welfare Center, Kaliganj, Nageswari, Kurigram","পরিবার কল্যাণ কেন্দ্র, কারীগঞ্জ, নাগেশ্বরী, কুড়ীগ্রাম",10023928,,DGFP,Family Planning Clinic,Rangpur,,Kurigram,,Kurigram N/A,,Nageshwari,,Unions Of Nageshwari Upazila,Kaliganj,No
23519,"Family Welfare Center, Noonkhawa, Nageswari, Kurigram","পরিবার কল্যাণ কেন্দ্র, নুনখাওয়া, নাগেশ্বরী, কুড়িগ্রাম",10023931,,DGFP,Family Planning Clinic,Rangpur,,Kurigram,,Kurigram N/A,,Nageshwari,,Unions Of Nageshwari Upazila,Noonkhawa,No
23522,"Family Welfare Center, Narayanpur, Nageswari, Kurigram","পরিবার কল্যাণ কেন্দ্র, নারায়নপুর, নাগেশ্বরী, কুড়ীগ্রাম",10023934,,DGFP,Family Planning Clinic,Rangpur,,Kurigram,,Kurigram N/A,,Nageshwari,,Unions Of Nageshwari Upazila,Narayanpur,No
1313,Bhitarband Union Health Sub Center,ভিটারবন্দ ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001319,bhitarband@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Kurigram,,Kurigram N/A,,Nageshwari,,Unions Of Nageshwari Upazila,Bhitarband,No
1314,Gagla(santoshpur) Union Health Sub Center,গাগলা (সন্তোষপুর) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001320,gagla_santoshpur@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Kurigram,,Kurigram N/A,,Nageshwari,,Unions Of Nageshwari Upazila,Santoshpur,No
1315,Kachakata(kedar) Union Health Sub Center,কাঁচকাঁটা(কেদার) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001321,kachakata_kedar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Kurigram,,Kurigram N/A,,Nageshwari,,Unions Of Nageshwari Upazila,Kedar,No
1318,S.p. Mandargonj(ballaver Khash) Union Health Sub Center,এসপি মান্দারগঞ্জ(বল্লভের কাশ) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001324,s.p.mandargonj_ballaverkhash@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Kurigram,,Kurigram N/A,,Nageshwari,,Unions Of Nageshwari Upazila,Ballabher Khas,No
2218,Fulbari Upazila Health Complex,ফুলবাড়ি উপজেলা স্বাস্থ্য কমপ্লেক্স,10002235,fulbari@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Kurigram,,Kurigram N/A,,Phulbari,,Unions Of Phulbari Upazila,Phulbari,No
23851,"Union Health & Family Welfare Center (UH&FWC),Bara Bhita, Pulbari, Kurigram","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, বড়ভিটা, ফুলবাড়ী, কুড়িগ্রাম",10024263,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Phulbari,,Unions Of Phulbari Upazila,Bara Bhita,No
23853,"Union Health & Family Welfare Center (UH&FWC),Banagmore, Pulbari, Kurigram","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, ভাঙ্গামোড়, ফুলবাড়ী, কুড়িগ্রাম",10024265,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Phulbari,,Unions Of Phulbari Upazila,Bhanagmore,No
23858,"Union Health & Family Welfare Center (UH&FWC),Kashipur, Pulbari, Kurigram","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র, কাশিপুর, ফুলবাড়ী, কুড়িগ্রাম",10024270,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Phulbari,,Unions Of Phulbari Upazila,Kashipur,No
1321,Rajarhat Upazila Health Complex,রাজারহাট উপজেলা স্বাস্থ্য কমপ্লেক্স,10001327,rajarhat@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Kurigram,,Kurigram N/A,,Rajarhat,,Unions Of Rajarhat Upazila,,No
23445,"Sadar Clinic Rajarhat,Kurigram","সদর ক্লিনিক,রাজারহাট,কুড়িগ্রাম",10023857,,DGFP,Family Planning Clinic,Rangpur,,Kurigram,,Kurigram N/A,,Rajarhat,,Unions Of Rajarhat Upazila,Rajarhat,No
1319,Bidyananda Uh&fwc,বিদ্যানন্দ ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10001325,bidyananda@uhfwc.dghs.gov.bd,DGHS,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Rajarhat,,Unions Of Rajarhat Upazila,Bidyananda,No
1322,Omar Majid Uh&fwc,ওমর মজিদ ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10001328,omarmajid@uhfwc.dghs.gov.bd,DGHS,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Rajarhat,,Unions Of Rajarhat Upazila,Omar Majid,No
23444,"Union Health &Family Welfare Center(UH&FWC),Chhinai,Rajarhat,Kurigram","ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,ছিনাই,রাজারহাট,কুড়িগ্রাম",10023856,,DGFP,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Rajarhat,,Unions Of Rajarhat Upazila,Chhinai,No
1320,Nazimkhan Union Health Sub Center,নাজিমখান ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001326,nazimkhan@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Kurigram,,Kurigram N/A,,Rajarhat,,Unions Of Rajarhat Upazila,Nazimkhan,No
1323,Panga(chinai) Union Health Sub Center,পাঙ্গা(চিনাই) ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001329,panga_chinai@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Kurigram,,Kurigram N/A,,Rajarhat,,Unions Of Rajarhat Upazila,Chhinai,No
1324,Rajibpur Upazila Health Complex,রাজিবপুর উপজেলা স্বাস্থ্য কমপ্লেক্স,10001330,rajibpur@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Kurigram,,Kurigram N/A,,Rajibpur,,,,No
1327,Rowmari Upazila Health Complex,রৌমারী উপজেলা স্বাস্থ্য কমপ্লেক্স,10001333,rowmari@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Kurigram,,Kurigram N/A,,Raumari,,Unions Of Raumari Upazila,Raumari,No
1325,Dantbhanga Union Health Sub Center,দন্তভাঙ্গা ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001331,dantbhanga@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Kurigram,,Kurigram N/A,,Raumari,,Unions Of Raumari Upazila,Dantbhanga,No
1326,Jaduchar Union Health Sub Center,যাদুচর ইউনিয়ন উপ-স্বাস্থ্য কেন্দ্র,10001332,jaduchar@usc.dghs.gov.bd,DGHS,Union Health Sub Center,Rangpur,,Kurigram,,Kurigram N/A,,Raumari,,Unions Of Raumari Upazila,Jadur Char,No
1332,Ulipur Upazila Health Complex,উলিপুর উপজেলা স্বাস্থ্য কমপ্লেক্স,10001338,ulipur@uhfpo.dghs.gov.bd,DGHS,Upazila Health Complex,Rangpur,,Kurigram,,Kurigram N/A,,Ulipur,,Ulipur Paurasava,Urban Ward No-06,No
23663,"Upazila Family Planning Office, Ulipur, Kurigram","উপজেলা পরিবার পরিকল্পনা অফিস, উলিপুর, কুড়ীগ্রাম",10024075,,DGFP,Family Planning Clinic,Rangpur,,Kurigram,,Kurigram N/A,,Ulipur,,Ulipur Paurasava,,No
1329,Daldalia Uh&fwc,দলদলিয়া ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10001335,daldalia@uhfwc.dghs.gov.bd,DGHS,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Ulipur,,Unions Of Ulipur Upazila,Daldalia,No
1330,Durgapur Uh&fwc,দুর্গাপুর ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,10001336,durgapur@uhfwc.dghs.gov.bd,DGHS,Union Health & Family Welfare Center (UH&FWC),Rangpur,,Kurigram,,Kurigram N/A,,Ulipur,,Unions Of Ulipur Upazila,Durgapur,No
